Accession	E-Value	Residue Range	Property	Architecture	X-group	T-group	Desc	Code	Tool	Community	Community Size	Community Rep	Seq length (aa)	Taxonomy	Taxonomy detail
UniRef100_X8AEA9	1.1e-29	814-1032	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C723	1	UniRef100_X8AEA9	1247	Actinomycetota	Actinomycetota
UniRef100_X8AEA9	2.6e-52	1008-1020	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C723	1	UniRef100_X8AEA9	1247	Actinomycetota	Actinomycetota
UniRef100_X8AEA9	4.58e-25	1017-1207	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|SUPERFAMILY	C723	1	UniRef100_X8AEA9	1247	Actinomycetota	Actinomycetota
UniRef100_X8AEA9	7.2e-22	1042-1196	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C723	1	UniRef100_X8AEA9	1247	Actinomycetota	Actinomycetota
UniRef100_A0A0S3UCN3	3.1e-12	153-311	NA	NA	NA	NA	YegS/DAGK, C-terminal domain	IPR045540	interproscan|Pfam	C515	1	UniRef100_A0A0S3UCN3	627	Cyanobacteria	Cyanobacteria
UniRef100_A0A0S3UCN3	5e-11	21-151	NA	NA	NA	NA	Diacylglycerol kinase, catalytic domain	IPR001206	interproscan|SMART	C515	1	UniRef100_A0A0S3UCN3	627	Cyanobacteria	Cyanobacteria
UniRef100_A0A0S3UCN3	3.2e-44	21-312	NA	NA	NA	NA	Diacylglycerol/lipid kinase	IPR005218	interproscan|TIGRFAM	C515	1	UniRef100_A0A0S3UCN3	627	Cyanobacteria	Cyanobacteria
UniRef100_A0A0S3UCN3	4e-28	22-142	NA	NA	NA	NA	Diacylglycerol kinase, catalytic domain	IPR001206	interproscan|Pfam	C515	1	UniRef100_A0A0S3UCN3	627	Cyanobacteria	Cyanobacteria
UniRef100_A0A0S3UCN3	2.8e-31	17-143	NA	NA	NA	NA	Inorganic polyphosphate/ATP-NAD kinase, N-terminal	IPR017438	interproscan|Gene3D	C515	1	UniRef100_A0A0S3UCN3	627	Cyanobacteria	Cyanobacteria
UniRef100_A0A0S3UCN3	1.2e-72	23-311	NA	NA	NA	NA	Methylglyoxal synthase	IPR004363	interproscan|PANTHER	C515	1	UniRef100_A0A0S3UCN3	627	Cyanobacteria	Cyanobacteria
UniRef100_A0A0S3UCN3	3.92e-65	21-312	NA	NA	NA	NA	NAD kinase/diacylglycerol kinase-like domain superfamily	IPR016064	interproscan|SUPERFAMILY	C515	1	UniRef100_A0A0S3UCN3	627	Cyanobacteria	Cyanobacteria
UniRef100_A0A1G6Y2E8	4.8e-24	395-517	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C712	24	UniRef100_A0A351Z0B2	700	Bacillota	Bacillota
UniRef100_A0A1G6Y2E8	1.14e-20	396-521	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|SUPERFAMILY	C712	24	UniRef100_A0A351Z0B2	700	Bacillota	Bacillota
UniRef100_A0A1G6Y2E8	0.0	366-634	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C712	24	UniRef100_A0A351Z0B2	700	Bacillota	Bacillota
UniRef100_A0A1G6Y2E8	7.38e-50	382-679	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C712	24	UniRef100_A0A351Z0B2	700	Bacillota	Bacillota
UniRef100_A0A1G6Y2E8	3.6e-53	352-644	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C712	24	UniRef100_A0A351Z0B2	700	Bacillota	Bacillota
UniRef100_A0A1G6Y2E8	2.6e-70	164-664	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C712	24	UniRef100_A0A351Z0B2	700	Bacillota	Bacillota
UniRef100_A0A1G6Y2E8	5.1e-20	197-292	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C712	24	UniRef100_A0A351Z0B2	700	Bacillota	Bacillota
UniRef100_A0A1G6Y2E8	1.9e-151	141-680	NA	NA	NA	NA	P-type ATPase, subfamily IB	IPR027256	interproscan|TIGRFAM	C712	24	UniRef100_A0A351Z0B2	700	Bacillota	Bacillota
UniRef100_A0A7Y4JAF4	5e-144	247-792	NA	NA	NA	NA	P-type ATPase, subfamily IB	IPR027256	interproscan|TIGRFAM	C57	3	UniRef100_B1MA32	814	Proteobacteria	Proteobacteria
UniRef100_A0A7Y4JAF4	1.94e-45	488-791	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C57	3	UniRef100_B1MA32	814	Proteobacteria	Proteobacteria
UniRef100_A0A7Y4JAF4	4.1e-76	501-624	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C57	3	UniRef100_B1MA32	814	Proteobacteria	Proteobacteria
UniRef100_A0A7Y4JAF4	4.1e-76	481-742	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C57	3	UniRef100_B1MA32	814	Proteobacteria	Proteobacteria
UniRef100_A0A7Y4JAF4	2e-40	472-743	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C57	3	UniRef100_B1MA32	814	Proteobacteria	Proteobacteria
UniRef100_A0A7Y4JAF4	1.1e-60	272-769	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C57	3	UniRef100_B1MA32	814	Proteobacteria	Proteobacteria
UniRef100_A0A7Y4JAF4	6.02e-23	304-397	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C57	3	UniRef100_B1MA32	814	Proteobacteria	Proteobacteria
UniRef100_A0A7C5GUR5	1.22e-26	204-300	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C651	2	UniRef100_A0A831YC72	340	Other	Aquificae
UniRef100_E1QED2	4.1e-69	204-703	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C366	114	UniRef100_A0A3P1Y6T0	760	Proteobacteria	Proteobacteria
UniRef100_E1QED2	6.2e-146	182-726	NA	NA	NA	NA	P-type ATPase, subfamily IB	IPR027256	interproscan|TIGRFAM	C366	114	UniRef100_A0A3P1Y6T0	760	Proteobacteria	Proteobacteria
UniRef100_E1QED2	2.7e-50	421-723	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C366	114	UniRef100_A0A3P1Y6T0	760	Proteobacteria	Proteobacteria
UniRef100_E1QED2	1.401e-45	405-676	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C366	114	UniRef100_A0A3P1Y6T0	760	Proteobacteria	Proteobacteria
UniRef100_E1QED2	5.2e-47	390-680	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C366	114	UniRef100_A0A3P1Y6T0	760	Proteobacteria	Proteobacteria
UniRef100_E1QED2	2.3e-23	435-553	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C366	114	UniRef100_A0A3P1Y6T0	760	Proteobacteria	Proteobacteria
UniRef100_E1QED2	4.18e-22	235-330	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C366	114	UniRef100_A0A3P1Y6T0	760	Proteobacteria	Proteobacteria
UniRef100_A0A662NFT6	1.9e-36	188-453	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C43	2	UniRef100_A0A662NFT6	492	Other	Euryarchaeota
UniRef100_A0A662NFT6	3.6e-12	409-492	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|SUPERFAMILY	C43	2	UniRef100_A0A662NFT6	492	Other	Euryarchaeota
UniRef100_A0A662NFT6	5.4e-17	418-492	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C43	2	UniRef100_A0A662NFT6	492	Other	Euryarchaeota
UniRef100_A0A662NFT6	5.4e-17	398-417	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C43	2	UniRef100_A0A662NFT6	492	Other	Euryarchaeota
UniRef100_A0A662NFT6	4.58e-27	220-316	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C43	2	UniRef100_A0A662NFT6	492	Other	Euryarchaeota
UniRef100_A0A1L9DVL8	9.6e-11	590-630	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C162	1	UniRef100_A0A1L9DVL8	883	NA	NA
UniRef100_A0A1L9DVL8	1.4e-19	672-823	NA	NA	NA	NA	Cation-transporting P-type ATPase, C-terminal	IPR006068	interproscan|Pfam	C162	1	UniRef100_A0A1L9DVL8	883	NA	NA
UniRef100_A0A1L9DVL8	3.01e-25	276-823	NA	NA	NA	NA	P-type ATPase, transmembrane domain superfamily	IPR023298	interproscan|SUPERFAMILY	C162	1	UniRef100_A0A1L9DVL8	883	NA	NA
UniRef100_A0A2J6X0U0	2.75e-24	214-308	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C366	114	UniRef100_A0A3P1Y6T0	720	Other	Aquificae
UniRef100_A0A2J6X0U0	1.3e-80	411-533	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C366	114	UniRef100_A0A3P1Y6T0	720	Other	Aquificae
UniRef100_A0A2J6X0U0	0.0	382-646	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C366	114	UniRef100_A0A3P1Y6T0	720	Other	Aquificae
UniRef100_A0A2J6X0U0	4.51e-42	398-698	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C366	114	UniRef100_A0A3P1Y6T0	720	Other	Aquificae
UniRef100_A0A2J6X0U0	1.3e-80	392-648	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C366	114	UniRef100_A0A3P1Y6T0	720	Other	Aquificae
UniRef100_A0A2J6X0U0	2.2e-150	157-699	NA	NA	NA	NA	P-type ATPase, subfamily IB	IPR027256	interproscan|TIGRFAM	C366	114	UniRef100_A0A3P1Y6T0	720	Other	Aquificae
UniRef100_A0A2J6X0U0	2.6e-73	180-681	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C366	114	UniRef100_A0A3P1Y6T0	720	Other	Aquificae
UniRef100_A0A2G2DRT0	3.3e-56	406-668	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G2DRT0	1.4e-136	183-718	NA	NA	NA	NA	P-type ATPase, subfamily IB	IPR027256	interproscan|TIGRFAM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G2DRT0	7.28e-33	413-717	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G2DRT0	7.9e-32	396-669	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G2DRT0	1.57e-25	227-323	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G2DRT0	3.3e-56	426-547	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G2DRT0	8.89e-11	186-677	NA	NA	NA	NA	P-type ATPase, transmembrane domain superfamily	IPR023298	interproscan|SUPERFAMILY	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G2DRT0	1.4e-58	197-706	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	4.5e-69	403-667	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	5.19e-44	410-716	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	1.3e-141	173-719	NA	NA	NA	NA	P-type ATPase, subfamily IB	IPR027256	interproscan|TIGRFAM	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	5.5e-69	192-694	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	7.32e-21	223-318	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	4.5e-69	423-548	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	1.18e-22	438-550	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|SUPERFAMILY	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	5.885e-44	394-669	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A849S5J8	4.4e-11	187-238	NA	NA	NA	NA	Heavy metal-associated domain, HMA	IPR006121	interproscan|Pfam	C159	4	UniRef100_A0A257MWT8	249	Proteobacteria	Proteobacteria
UniRef100_A0A849S5J8	1.1e-15	181-247	NA	NA	NA	NA	Heavy metal-associated domain superfamily	IPR036163	interproscan|SUPERFAMILY	C159	4	UniRef100_A0A257MWT8	249	Proteobacteria	Proteobacteria
UniRef100_A0A849S5J8	1.07459e-12	186-246	NA	NA	NA	NA	Heavy metal-associated domain, HMA	IPR006121	interproscan|CDD	C159	4	UniRef100_A0A257MWT8	249	Proteobacteria	Proteobacteria
UniRef100_K9YF95	7.3e-39	809-980	NA	NA	NA	NA	Cation-transporting P-type ATPase, C-terminal	IPR006068	interproscan|Pfam	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	2.09e-29	213-322	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	7.9e-23	307-445	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	1.6e-30	687-804	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	2.9e-222	433-628	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	1.6e-15	724-740	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|PRINTS	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	1.6e-15	756-781	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|PRINTS	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	1.6e-15	582-600	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|PRINTS	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	1.6e-15	696-712	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|PRINTS	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	2.1e-14	102-170	NA	NA	NA	NA	Cation-transporting P-type ATPase, N-terminal	IPR004014	interproscan|Pfam	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	7.32e-100	100-981	NA	NA	NA	NA	P-type ATPase, transmembrane domain superfamily	IPR023298	interproscan|SUPERFAMILY	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	9.83e-55	421-828	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	1.1e-11	101-175	NA	NA	NA	NA	Cation-transporting P-type ATPase, N-terminal	IPR004014	interproscan|SMART	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	2.9e-222	420-769	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	5.45e-39	429-633	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|SUPERFAMILY	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_K9YF95	0.0	405-777	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C42	10	UniRef100_A0A1M3N6C8	987	Cyanobacteria	Cyanobacteria
UniRef100_A0A2G6NDW3	1.2e-28	543-715	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C525	61	UniRef100_A0A5C7KBI4	783	Proteobacteria	Proteobacteria
UniRef100_A0A2G6NDW3	1.2e-30	214-454	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C525	61	UniRef100_A0A5C7KBI4	783	Proteobacteria	Proteobacteria
UniRef100_A0A2G6NDW3	3.79e-20	245-341	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C525	61	UniRef100_A0A5C7KBI4	783	Proteobacteria	Proteobacteria
UniRef100_A0A2G6NDW3	2e-65	424-687	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C525	61	UniRef100_A0A5C7KBI4	783	Proteobacteria	Proteobacteria
UniRef100_A0A2G6NDW3	4.6e-138	191-739	NA	NA	NA	NA	P-type ATPase, subfamily IB	IPR027256	interproscan|TIGRFAM	C525	61	UniRef100_A0A5C7KBI4	783	Proteobacteria	Proteobacteria
UniRef100_A0A2G6NDW3	2.56e-41	431-737	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C525	61	UniRef100_A0A5C7KBI4	783	Proteobacteria	Proteobacteria
UniRef100_A0A2G6NDW3	2e-65	444-567	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C525	61	UniRef100_A0A5C7KBI4	783	Proteobacteria	Proteobacteria
UniRef100_A0A2G6NDW3	1e-40	415-689	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C525	61	UniRef100_A0A5C7KBI4	783	Proteobacteria	Proteobacteria
UniRef100_A0A0M0SKF3	5.1e-43	874-1044	NA	NA	NA	NA	Cation-transporting P-type ATPase, C-terminal	IPR006068	interproscan|Pfam	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	2.83e-40	464-698	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|SUPERFAMILY	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	1.3e-17	137-205	NA	NA	NA	NA	Cation-transporting P-type ATPase, N-terminal	IPR004014	interproscan|Pfam	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	2.8e-16	136-210	NA	NA	NA	NA	Cation-transporting P-type ATPase, N-terminal	IPR004014	interproscan|SMART	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	4.18e-112	137-1052	NA	NA	NA	NA	P-type ATPase, transmembrane domain superfamily	IPR023298	interproscan|SUPERFAMILY	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	1.6e-243	468-693	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	1.14e-51	456-894	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	1.6e-243	455-834	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	1.6e-41	216-489	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	9e-32	757-868	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	0.0	439-841	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M0SKF3	4.84e-31	247-357	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C98	13	UniRef100_A0A0M0SKF3	1092	Cyanobacteria	Cyanobacteria
UniRef100_A0A352NUA0	2.8e-23	187-419	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C413	11	UniRef100_R1CS51	708	Bacillota	Bacillota
UniRef100_A0A352NUA0	5.1e-25	478-678	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C413	11	UniRef100_R1CS51	708	Bacillota	Bacillota
UniRef100_A0A352NUA0	2.6e-44	390-650	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C413	11	UniRef100_R1CS51	708	Bacillota	Bacillota
UniRef100_A0A352NUA0	2.6e-44	409-533	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C413	11	UniRef100_R1CS51	708	Bacillota	Bacillota
UniRef100_A0A352NUA0	1.96e-11	219-300	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C413	11	UniRef100_R1CS51	708	Bacillota	Bacillota
UniRef100_A0A352NUA0	1.06e-30	397-698	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C413	11	UniRef100_R1CS51	708	Bacillota	Bacillota
UniRef100_A0A011PMW3	1.1e-88	283-798	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C525	61	UniRef100_A0A5C7KBI4	814	Proteobacteria	Proteobacteria
UniRef100_A0A011PMW3	8.2e-184	249-811	NA	NA	NA	NA	P-type ATPase, subfamily IB	IPR027256	interproscan|TIGRFAM	C525	61	UniRef100_A0A5C7KBI4	814	Proteobacteria	Proteobacteria
UniRef100_A0A011PMW3	6.15e-28	315-410	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C525	61	UniRef100_A0A5C7KBI4	814	Proteobacteria	Proteobacteria
UniRef100_A0A011PMW3	3.7e-52	477-766	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C525	61	UniRef100_A0A5C7KBI4	814	Proteobacteria	Proteobacteria
UniRef100_A0A011PMW3	0.0	491-761	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C525	61	UniRef100_A0A5C7KBI4	814	Proteobacteria	Proteobacteria
UniRef100_A0A011PMW3	1.1e-30	521-640	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C525	61	UniRef100_A0A5C7KBI4	814	Proteobacteria	Proteobacteria
UniRef100_A0A011PMW3	2.22e-12	272-783	NA	NA	NA	NA	P-type ATPase, transmembrane domain superfamily	IPR023298	interproscan|SUPERFAMILY	C525	61	UniRef100_A0A5C7KBI4	814	Proteobacteria	Proteobacteria
UniRef100_A0A011PMW3	3.14e-14	100-168	NA	NA	NA	NA	Heavy metal-associated domain superfamily	IPR036163	interproscan|SUPERFAMILY	C525	61	UniRef100_A0A5C7KBI4	814	Proteobacteria	Proteobacteria
UniRef100_A0A011PMW3	2.25e-57	508-809	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C525	61	UniRef100_A0A5C7KBI4	814	Proteobacteria	Proteobacteria
UniRef100_A0A4Q0MTM2	3.79e-21	320-414	NA	NA	NA	NA	P-type ATPase, A domain superfamily	IPR008250	interproscan|SUPERFAMILY	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	2.7e-77	518-641	NA	NA	NA	NA	P-type ATPase, cytoplasmic domain N	IPR023299	interproscan|Gene3D	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	2.9e-63	289-785	NA	NA	NA	NA	P-type ATPase	IPR001757	interproscan|TIGRFAM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	2.5e-155	265-810	NA	NA	NA	NA	P-type ATPase, subfamily IB	IPR027256	interproscan|TIGRFAM	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	0.0	489-752	NA	NA	NA	NA	P-type ATPase, haloacid dehalogenase domain	IPR044492	interproscan|SFLD	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	2.7e-77	501-759	NA	NA	NA	NA	HAD superfamily	IPR023214	interproscan|Gene3D	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
UniRef100_A0A4Q0MTM2	1.39e-48	505-809	NA	NA	NA	NA	HAD-like superfamily	IPR036412	interproscan|SUPERFAMILY	C103	1	UniRef100_A0A4Q0MTM2	984	NA	NA
